[0.000000] (-) TimerEvent: {}
[0.001355] (-) JobUnselected: {'identifier': 'arduino_odometry'}
[0.001500] (-) JobUnselected: {'identifier': 'arduino_serial_comm'}
[0.001555] (-) JobUnselected: {'identifier': 'depthai-ros'}
[0.001597] (-) JobUnselected: {'identifier': 'depthai_bridge'}
[0.001634] (-) JobUnselected: {'identifier': 'depthai_descriptions'}
[0.001670] (-) JobUnselected: {'identifier': 'depthai_examples'}
[0.001706] (-) JobUnselected: {'identifier': 'depthai_filters'}
[0.001740] (-) JobUnselected: {'identifier': 'depthai_ros_driver'}
[0.001774] (-) JobUnselected: {'identifier': 'depthai_ros_msgs'}
[0.001808] (-) JobUnselected: {'identifier': 'encoder_ultrasonic_package'}
[0.001842] (-) JobUnselected: {'identifier': 'examples_rclcpp_async_client'}
[0.001876] (-) JobUnselected: {'identifier': 'examples_rclcpp_cbg_executor'}
[0.001910] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_action_client'}
[0.001945] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_action_server'}
[0.001980] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_client'}
[0.002014] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_composition'}
[0.002048] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_publisher'}
[0.002083] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_service'}
[0.002118] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_subscriber'}
[0.002153] (-) JobUnselected: {'identifier': 'examples_rclcpp_minimal_timer'}
[0.002188] (-) JobUnselected: {'identifier': 'examples_rclcpp_multithreaded_executor'}
[0.002223] (-) JobUnselected: {'identifier': 'examples_rclcpp_wait_set'}
[0.002257] (-) JobUnselected: {'identifier': 'examples_rclpy_executors'}
[0.002625] (-) JobUnselected: {'identifier': 'examples_rclpy_guard_conditions'}
[0.002708] (-) JobUnselected: {'identifier': 'examples_rclpy_minimal_action_client'}
[0.002755] (-) JobUnselected: {'identifier': 'examples_rclpy_minimal_action_server'}
[0.002795] (-) JobUnselected: {'identifier': 'examples_rclpy_minimal_client'}
[0.002832] (-) JobUnselected: {'identifier': 'examples_rclpy_minimal_publisher'}
[0.002868] (-) JobUnselected: {'identifier': 'examples_rclpy_minimal_service'}
[0.002901] (-) JobUnselected: {'identifier': 'examples_rclpy_minimal_subscriber'}
[0.002935] (-) JobUnselected: {'identifier': 'examples_rclpy_pointcloud_publisher'}
[0.002970] (-) JobUnselected: {'identifier': 'hcsr04_sensor'}
[0.003006] (-) JobUnselected: {'identifier': 'launch_testing_examples'}
[0.003041] (-) JobUnselected: {'identifier': 'my_bot_imu'}
[0.003076] (-) JobUnselected: {'identifier': 'ros2_control_demo_description'}
[0.003110] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_1'}
[0.003144] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_10'}
[0.003178] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_11'}
[0.003212] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_12'}
[0.003246] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_13'}
[0.003279] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_14'}
[0.003312] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_15'}
[0.003345] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_2'}
[0.003378] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_3'}
[0.003413] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_4'}
[0.003447] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_5'}
[0.003480] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_6'}
[0.003513] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_7'}
[0.003546] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_8'}
[0.003579] (-) JobUnselected: {'identifier': 'ros2_control_demo_example_9'}
[0.003610] (-) JobUnselected: {'identifier': 'ros2_control_demo_testing'}
[0.003642] (-) JobUnselected: {'identifier': 'ros2_control_demos'}
[0.003675] (-) JobUnselected: {'identifier': 'sllidar_ros2'}
[0.003707] (-) JobUnselected: {'identifier': 'wheel_encoder_odometry'}
[0.003754] (my_bot_description) JobQueued: {'identifier': 'my_bot_description', 'dependencies': OrderedDict()}
[0.292022] (my_bot_description) StdoutLine: {'line': b'-- Installing: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/ros2_control.xacro\n'}
[0.292217] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/lidar.xacro\n'}
[0.292440] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/launch\n'}
[0.292690] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/launch/rsp.launch.py\n'}
[0.292918] (my_bot_description) StdoutLine: {'line': b'-- Installing: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/launch/display.launch.py\n'}
[0.293185] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/worlds\n'}
[0.293374] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/worlds/empty.world\n'}
[0.293542] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/worlds/obstacles.world\n'}
[0.293675] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/urdf\n'}
[0.293802] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/urdf/my_bot.urdf.xacro\n'}
[0.293932] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/urdf/include\n'}
[0.294075] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/urdf/include/addon_macro.urdf.xacro\n'}
[0.294214] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/urdf/include/common_macros.urdf.xacro\n'}
[0.294430] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/urdf/include/robot.gazebo.xacro\n'}
[0.294672] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/urdf/include/common_sensors.xacro\n'}
[0.294924] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description\n'}
[0.295073] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/robot.urdf.xacro\n'}
[0.295213] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/imu.xacro\n'}
[0.295349] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/my_bot.urdf.xacro\n'}
[0.295493] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/depth_camera.xacro\n'}
[0.295625] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/robot.urdf\n'}
[0.295757] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes\n'}
[0.295888] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes/components\n'}
[0.296018] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes/components/wheel.stl\n'}
[0.296155] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes/sensors\n'}
[0.296287] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes/sensors/rplidar_main.stl\n'}
[0.296421] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes/sensors/OAK-D-LITE.stl\n'}
[0.296560] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes/my_bot\n'}
[0.296694] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes/my_bot/wheel_rim.stl\n'}
[0.296884] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes/my_bot/dead_plate.stl\n'}
[0.297021] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes/my_bot/bottom_plate.stl\n'}
[0.297154] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes/my_bot/bottom_plate_original.stl\n'}
[0.297289] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes/my_bot/top_plate.stl\n'}
[0.297420] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes/my_bot/wheel_tire.stl\n'}
[0.297550] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/meshes/my_bot/motor.stl\n'}
[0.297700] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/inertial_macros.xacro\n'}
[0.297842] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/robot_core.xacro\n'}
[0.298066] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/camera.xacro\n'}
[0.299157] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/ros2_control.xacro\n'}
[0.300346] (-) TimerEvent: {}
[0.300592] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/description/lidar.xacro\n'}
[0.300787] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/config\n'}
[0.300944] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/config/my_controllers.yaml\n'}
[0.301091] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/config/my_bot\n'}
[0.301299] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/config/my_bot/base.yaml\n'}
[0.301453] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/config/my_bot/motor.yaml\n'}
[0.301592] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/config/my_bot/front_wheel.yaml\n'}
[0.301728] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/config/my_bot/back_wheel.yaml\n'}
[0.301862] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/config/my_bot/wheel.yaml\n'}
[0.301992] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/config/my_bot/imu.yaml\n'}
[0.302121] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/config/my_bot/sensors.yaml\n'}
[0.302247] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/ament_index/resource_index/package_run_dependencies/my_bot_description\n'}
[0.302778] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/ament_index/resource_index/parent_prefix_path/my_bot_description\n'}
[0.303075] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/environment/ament_prefix_path.sh\n'}
[0.303314] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/environment/ament_prefix_path.dsv\n'}
[0.303647] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/environment/path.sh\n'}
[0.303888] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/environment/path.dsv\n'}
[0.304119] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/local_setup.bash\n'}
[0.304344] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/local_setup.sh\n'}
[0.304933] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/local_setup.zsh\n'}
[0.305287] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/local_setup.dsv\n'}
[0.305755] (my_bot_description) StdoutLine: {'line': b'-- Installing: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/package.dsv\n'}
[0.306043] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/ament_index/resource_index/packages/my_bot_description\n'}
[0.306365] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/cmake/my_bot_descriptionConfig.cmake\n'}
[0.306650] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/cmake/my_bot_descriptionConfig-version.cmake\n'}
[0.307574] (my_bot_description) StdoutLine: {'line': b'-- Up-to-date: /home/orin/ros2_ws/install/my_bot_description/share/my_bot_description/package.xml\n'}
[0.307894] (my_bot_description) CommandEnded: {'returncode': 0}
[0.400713] (-) TimerEvent: {}
[0.422770] (my_bot_description) JobEnded: {'identifier': 'my_bot_description', 'rc': 0}
[0.424822] (-) EventReactorShutdown: {}
